,age,pace,shooting,passing,dribbling,defending,physic,skill_dribbling,skill_fk_accuracy,skill_long_passing,skill_ball_control,value_eur,league_level
6143,25,72,61,62,72,39,51,72,62,53,71,750000,1
6144,22,70,37,47,49,68,71,46,27,65,46,500000,1
6145,21,69,57,66,66,39,61,65,55,65,69,600000,1
6146,20,77,63,57,69,31,57,71,41,51,68,675000,2
6147,32,72,59,64,67,64,70,66,53,64,67,400000,1
6148,23,92,62,56,73,26,65,71,31,52,67,725000,2
6149,24,75,57,62,67,52,70,63,44,69,71,725000,2
6150,20,65,55,67,69,52,54,66,67,68,72,675000,1
6151,23,81,50,62,74,65,55,74,55,54,71,575000,2
6152,20,78,47,59,69,64,65,67,36,52,69,500000,1
6153,22,81,61,66,72,28,38,73,54,54,71,600000,1
6154,22,74,54,68,70,32,46,66,62,64,71,675000,1
6155,19,74,67,67,74,35,56,75,70,60,74,625000,1
6156,18,74,55,61,75,23,42,77,56,45,74,525000,1
6157,20,62,41,58,57,64,69,53,43,68,61,500000,2
6158,20,84,53,60,72,44,45,72,51,55,72,600000,1
6159,23,90,64,50,69,28,66,68,28,31,64,725000,1
6160,23,72,68,42,67,31,57,67,29,31,67,725000,2
6161,23,67,36,50,55,68,65,51,30,46,61,575000,1
6162,23,76,60,61,62,54,73,53,36,61,71,675000,1
6163,23,91,62,58,71,61,60,70,52,62,67,675000,1
6164,24,69,65,56,61,30,68,63,47,47,61,800000,1
6165,21,86,62,55,70,27,64,74,44,43,65,675000,1
6166,21,88,64,54,75,28,59,76,51,44,77,600000,1
6167,32,52,26,40,44,66,71,37,23,44,49,400000,1
6168,28,48,25,40,42,65,78,35,21,47,53,600000,1
6169,26,67,35,48,55,68,69,55,32,49,53,700000,1
6170,20,75,64,61,73,31,68,74,70,54,75,675000,1
6171,20,81,50,62,69,23,47,70,63,61,66,675000,1
6172,27,90,60,54,73,24,46,71,55,51,71,725000,2
6173,20,76,40,59,62,65,73,58,40,63,63,475000,1
6174,24,68,66,61,66,31,72,67,38,59,64,800000,2
6175,21,68,39,51,66,67,76,67,46,50,71,500000,1
6176,23,69,43,57,60,66,72,51,39,60,67,575000,2
6177,22,76,30,42,51,66,67,42,22,49,56,500000,2
6179,21,65,56,65,69,60,60,64,61,72,77,475000,2
6180,26,75,45,61,64,65,66,60,61,62,64,700000,2
6181,28,77,67,65,67,37,66,65,67,61,66,675000,2
6182,26,66,64,64,69,58,78,69,59,64,67,775000,2
6183,25,72,62,68,68,37,67,66,69,52,69,825000,2
6184,18,86,56,60,75,28,45,74,66,45,73,600000,1
6185,22,66,30,43,38,70,62,25,25,42,42,500000,1
6187,21,80,32,60,69,62,67,69,39,55,69,500000,1
6188,27,74,63,42,67,30,68,65,45,40,70,800000,2
6190,35,56,36,52,49,65,71,51,25,50,49,110000,2
6191,32,74,56,71,61,62,65,55,74,71,63,400000,2
6192,27,86,62,64,75,58,66,75,59,65,71,650000,1
6193,26,77,40,59,67,67,59,63,33,65,75,700000,1
6194,28,73,40,59,65,67,69,65,30,70,67,600000,1
6195,24,77,49,58,66,62,59,59,51,43,73,650000,1
6196,23,64,27,41,53,67,72,51,20,43,56,575000,2
6198,25,81,58,62,72,64,63,72,39,57,71,675000,1
6199,25,93,60,55,73,26,48,70,42,52,72,750000,1
6200,25,69,44,63,61,64,75,60,36,56,62,675000,1
6201,20,79,64,55,68,28,60,68,40,45,65,600000,1
6202,20,76,52,62,74,38,56,71,61,58,73,600000,2
6203,20,77,62,62,73,64,54,73,42,54,72,500000,1
6204,22,62,34,56,51,68,70,42,37,52,63,500000,1
6205,25,54,51,56,60,67,78,58,60,59,65,650000,1
6206,27,78,52,59,65,61,77,61,42,60,65,650000,2
6207,22,67,62,68,67,63,58,65,52,68,71,600000,1
6208,21,72,60,64,67,55,61,67,61,62,64,600000,1
6209,20,81,46,53,53,65,73,43,65,60,56,500000,2
6210,23,87,64,50,67,30,69,65,29,32,68,675000,2
6211,26,92,62,48,67,30,56,67,39,38,60,850000,1
6212,20,81,65,57,72,31,49,69,66,50,71,675000,1
6213,20,70,66,49,63,28,73,63,34,47,65,675000,1
6215,21,79,64,57,70,32,60,71,57,49,69,600000,1
6216,24,68,52,62,66,60,78,64,46,60,67,625000,1
6218,18,83,65,63,74,42,69,75,63,60,74,525000,1
6219,22,75,64,63,71,32,63,71,41,65,72,600000,1
6220,25,76,42,54,58,64,73,54,38,62,57,675000,1
6221,22,88,63,55,72,28,57,72,64,52,67,600000,1
6222,24,59,57,66,66,47,63,67,51,66,71,725000,1
6223,27,64,51,43,39,64,73,25,40,50,51,650000,1
6224,19,67,65,68,70,29,64,71,72,72,69,625000,1
6225,20,50,34,42,44,68,66,39,33,49,49,500000,1
6226,25,62,38,42,42,69,71,38,35,51,43,675000,1
6227,22,71,58,64,69,59,72,67,60,66,68,600000,2
6228,21,72,48,64,69,50,50,66,43,65,65,600000,1
6229,21,67,56,65,71,32,56,72,57,59,70,675000,2
6230,20,64,34,52,46,65,71,35,34,60,57,500000,1
6231,24,83,32,58,64,66,70,65,34,56,60,650000,1
6232,21,60,69,46,51,31,68,46,32,36,58,675000,1
6233,19,80,66,61,73,53,64,75,64,54,70,550000,1
6234,20,66,57,59,65,66,69,63,45,71,70,475000,1
6235,20,77,67,63,68,24,55,66,52,63,69,600000,1
6236,20,77,57,62,67,61,70,69,39,56,68,600000,1
6237,28,82,67,64,68,59,65,66,76,60,67,675000,1
6238,19,73,30,58,64,66,61,62,28,63,65,450000,1
6239,21,62,50,63,64,60,60,63,39,74,69,475000,1
6240,29,75,65,55,68,41,61,66,39,48,70,700000,1
6241,20,67,32,53,48,67,66,39,34,58,59,500000,1
6242,24,81,59,59,72,26,52,72,50,65,67,800000,1
6243,19,81,51,63,70,58,55,71,64,63,69,550000,1
6245,19,70,62,68,72,51,62,69,63,70,75,550000,1
6246,20,57,34,48,49,67,71,57,23,64,29,500000,1
6248,18,90,60,50,68,26,61,65,41,33,69,600000,2
6249,29,39,28,38,37,67,70,21,30,46,48,550000,1
6250,23,65,48,64,65,60,76,64,57,66,67,550000,1
6251,34,42,57,62,57,65,65,52,58,67,60,170000,1
6252,32,68,68,53,59,29,58,55,30,53,61,575000,1
6253,26,65,58,63,65,60,68,63,68,65,66,775000,1
6254,24,56,26,45,48,66,73,44,31,55,53,650000,1
6255,21,80,38,52,60,62,74,58,25,56,64,500000,1
6256,24,67,43,60,67,63,74,64,35,66,69,725000,1
6258,24,76,61,65,71,35,62,70,68,65,70,800000,1
6259,23,65,56,65,66,47,57,61,71,61,71,725000,1
6260,28,65,34,51,52,67,67,48,42,62,52,600000,1
6261,26,89,50,58,68,40,61,68,65,43,68,775000,1
6262,25,63,26,36,39,68,71,28,26,44,45,675000,1
6263,23,82,40,47,61,62,66,55,31,49,64,575000,1
6264,29,53,35,57,56,67,75,53,38,58,63,525000,1
6265,33,47,25,38,44,66,69,37,20,39,49,300000,1
6266,20,85,66,48,71,28,55,73,51,41,65,675000,1
6267,23,88,60,61,70,40,68,70,58,61,69,675000,1
6268,30,43,46,49,52,64,82,53,36,53,61,500000,1
6269,34,34,30,41,48,68,64,43,31,41,49,210000,1
6270,29,75,35,50,66,68,66,66,29,65,62,550000,1
6271,25,74,63,63,66,66,67,64,77,62,66,675000,1
6272,29,76,56,64,64,65,69,63,66,58,61,550000,1
6273,31,69,54,60,65,66,72,61,38,65,64,425000,1
6274,21,83,58,57,71,32,45,70,35,59,66,600000,1
6275,29,81,66,45,67,29,60,66,29,54,68,700000,1
6276,23,80,63,56,72,36,66,74,51,50,69,725000,1
6277,22,80,60,52,70,29,60,68,45,49,71,675000,1
6279,29,34,32,36,42,69,72,42,46,33,39,550000,1
6281,25,77,49,60,67,65,64,64,45,62,66,675000,1
6282,23,76,60,64,68,64,63,66,47,65,67,575000,1
6283,25,67,66,49,62,28,81,59,56,42,65,825000,1
6284,23,86,51,62,65,60,53,60,56,67,62,675000,1
6285,25,54,28,50,36,67,72,21,22,49,45,675000,1
6286,30,68,62,69,65,46,62,61,68,70,71,600000,1
6287,22,49,33,40,41,65,72,35,28,42,46,500000,1
6288,21,90,64,56,69,29,61,68,50,59,65,675000,1
6289,23,57,35,59,58,67,74,58,34,64,60,550000,1
6290,26,78,66,46,61,31,72,61,31,41,62,850000,1
6292,22,51,61,69,70,60,60,70,79,70,71,600000,1
6293,33,84,63,61,69,31,54,66,72,49,70,400000,1
6295,24,77,60,62,70,35,62,70,56,57,69,725000,1
6296,26,78,55,61,69,59,64,69,33,62,68,775000,1
6297,25,64,65,43,68,28,64,69,33,48,68,825000,1
6298,27,69,46,65,68,56,68,68,69,65,70,725000,1
6299,22,68,45,61,63,66,70,61,40,65,66,600000,1
6300,22,56,30,43,52,67,69,51,21,53,56,500000,2
6301,25,81,66,62,69,27,62,70,71,64,69,750000,1
6302,24,77,66,65,70,53,70,69,58,66,70,725000,1
6303,27,64,43,63,63,65,76,63,63,65,67,725000,1
6304,30,74,67,64,67,29,69,65,64,63,66,675000,1
6305,24,67,68,52,64,28,62,64,36,48,60,800000,1
6306,24,69,48,55,62,68,71,62,35,55,62,650000,1
6307,27,74,38,47,49,65,74,42,28,63,57,650000,1
6308,28,62,28,28,51,71,69,49,23,22,57,600000,1
6309,22,75,54,63,68,35,45,68,41,61,66,600000,1
6310,22,71,62,61,68,32,63,68,47,62,67,600000,1
6311,29,88,64,52,69,33,68,69,29,39,68,650000,1
6312,20,61,34,41,49,67,72,45,33,45,54,500000,1
6313,24,62,61,68,69,53,66,69,63,75,74,725000,1
6314,21,80,58,60,65,68,62,64,50,66,62,500000,1
6315,23,80,62,59,69,27,57,64,35,62,67,675000,2
6317,19,73,61,63,70,32,66,69,37,63,70,625000,1
6318,25,58,58,62,64,63,78,67,40,65,68,750000,1
6319,22,77,59,61,72,34,55,71,47,58,70,600000,1
6320,21,80,60,59,68,37,69,67,38,58,67,600000,1
6321,18,72,70,43,59,29,68,57,43,37,61,600000,1
6322,21,77,49,63,68,31,63,67,67,61,68,600000,1
6323,20,64,58,66,70,61,73,67,57,67,75,600000,1
6325,20,58,32,52,47,69,68,42,34,61,53,500000,2
6326,20,67,38,60,66,66,61,64,48,66,68,475000,2
6327,24,68,41,52,52,65,72,43,35,52,56,650000,1
6328,19,65,64,61,66,32,68,66,63,58,69,625000,1
6329,20,71,68,49,69,30,64,70,37,41,72,675000,2
6330,19,86,54,66,67,36,45,62,41,69,70,625000,1
6331,21,83,55,59,71,27,56,71,46,55,71,675000,2
6332,22,76,62,55,72,27,57,74,46,49,68,600000,1
6333,18,69,60,61,69,31,54,69,65,66,69,600000,1
6334,18,84,67,51,69,29,36,72,44,46,64,600000,1
6335,20,63,38,50,54,68,71,50,30,53,59,500000,1
6336,26,71,64,56,66,26,54,67,50,46,66,850000,1
6337,21,77,40,54,59,63,75,54,31,58,59,500000,1
6338,20,69,67,52,67,30,68,68,48,51,65,675000,1
6339,22,71,61,66,70,49,64,69,64,63,69,675000,1
6340,17,70,58,61,69,29,63,71,41,59,69,525000,1
6342,21,59,31,49,41,65,70,32,34,56,51,500000,1
6343,16,76,56,59,72,25,41,71,59,44,68,600000,1
6344,24,78,33,51,57,66,68,51,27,53,56,650000,1
6345,19,70,49,64,73,36,49,75,61,66,73,625000,1
6346,17,81,64,62,73,50,77,71,29,68,78,600000,1
6347,28,70,41,44,56,64,75,49,34,50,59,600000,2
6348,19,70,62,68,68,63,64,68,48,70,69,425000,1
6349,20,70,47,63,69,67,68,69,44,68,67,475000,1
6350,28,70,67,58,65,29,58,63,65,53,65,750000,2
6351,27,61,51,66,61,64,64,60,61,75,65,625000,1
6352,22,64,66,56,62,44,73,59,50,38,68,675000,1
6353,23,62,31,39,45,68,69,36,34,43,51,575000,1
6354,27,62,30,38,39,66,70,26,28,42,47,650000,1
6355,20,81,56,60,70,28,43,69,49,57,67,600000,1
6356,25,58,70,46,62,29,64,62,32,35,63,825000,1
6357,20,88,59,57,70,42,69,72,43,55,67,675000,2
6358,24,53,67,42,59,30,72,59,33,34,63,800000,1
6359,21,63,62,64,65,59,66,64,54,73,73,600000,1
6360,25,81,64,61,64,30,71,63,60,61,63,825000,1
6361,21,81,60,61,72,31,67,72,45,62,70,600000,1
6362,27,75,64,64,68,29,65,72,45,64,69,725000,2
6363,26,66,29,40,40,68,72,36,27,43,39,700000,1
6364,22,61,67,67,64,44,53,63,50,75,65,675000,1
6365,22,75,54,62,70,29,43,71,47,55,67,675000,1
6366,18,55,35,58,56,58,69,46,32,67,67,400000,1
6367,26,80,66,60,66,29,58,65,61,53,65,850000,2
6368,25,71,66,46,68,29,62,68,35,35,73,825000,1
6369,34,42,43,58,52,65,68,47,36,63,55,150000,1
6370,35,52,38,54,55,64,68,49,31,64,55,80000,1
6371,35,36,47,59,54,65,69,51,49,60,57,50000,1
6374,33,60,50,61,67,64,67,66,37,63,66,230000,1
6377,32,53,57,63,56,66,78,48,55,59,69,375000,1
6378,31,38,48,58,48,64,75,42,51,61,60,300000,1
6379,33,53,44,63,62,66,72,59,59,62,59,230000,3
6380,32,86,61,63,70,60,61,69,64,58,67,300000,1
6381,31,68,63,51,60,30,74,58,33,47,65,450000,1
6382,33,53,59,60,60,65,76,59,62,65,61,300000,1
6383,33,71,63,53,68,35,72,67,49,43,70,350000,1
6384,33,32,45,61,60,69,74,60,71,54,62,230000,1
6385,30,60,67,66,67,61,62,65,78,63,70,425000,1
6386,30,65,51,64,66,55,72,61,45,62,67,350000,2
6387,29,81,64,46,64,27,70,64,60,32,61,525000,1
6389,31,65,57,64,62,64,66,58,65,65,63,325000,1
6390,32,39,34,44,40,65,79,34,36,42,43,300000,2
6391,33,32,44,52,33,66,77,25,57,48,40,230000,2
6392,32,76,67,63,64,47,65,61,62,59,61,375000,1
6393,34,42,64,72,61,53,64,56,84,73,70,220000,3
6394,31,48,42,53,46,65,70,38,42,57,58,325000,1
6395,31,71,38,58,61,63,68,57,41,59,63,325000,1
6396,30,53,46,62,61,62,75,59,65,66,63,425000,2
6397,33,54,54,66,68,57,70,66,54,74,68,200000,2
6398,35,53,46,61,60,66,67,58,39,64,64,80000,3
6399,29,63,65,53,62,37,71,63,20,54,62,525000,4
6400,31,65,64,59,65,32,75,62,38,58,65,450000,3
6401,31,49,65,69,67,50,61,68,68,67,69,400000,2
6402,32,91,62,60,68,34,60,68,53,57,65,425000,3
6403,33,50,51,70,65,68,59,65,77,71,65,230000,4
6404,33,51,65,53,60,34,71,63,51,39,62,350000,2
6405,33,58,56,67,68,46,60,65,63,64,71,300000,1
6406,35,66,61,58,53,62,77,41,77,56,63,80000,1
6407,34,37,46,60,56,62,72,52,36,64,63,130000,2
6408,35,50,66,54,57,38,65,56,50,47,51,200000,1
6409,30,70,53,61,65,63,70,62,56,63,64,375000,2
6410,32,74,64,61,69,27,63,67,59,50,69,425000,2
6412,31,67,47,61,63,65,68,62,48,65,61,325000,2
6413,30,73,64,56,64,38,74,62,65,54,63,500000,2
6414,35,28,71,56,59,30,60,58,69,47,59,200000,1
6415,33,54,63,65,64,66,70,63,55,66,65,300000,1
6416,33,48,55,68,57,63,62,52,76,68,65,200000,2
6417,29,71,63,62,69,31,61,69,65,57,68,475000,3
6418,34,33,53,70,68,56,68,66,59,72,70,220000,3
6419,33,54,44,55,47,64,73,40,49,68,51,230000,1
6420,33,76,49,62,64,56,70,62,44,59,65,300000,2
6421,28,71,63,62,68,47,59,68,65,58,66,500000,3
6422,29,47,32,51,55,65,75,56,52,56,58,400000,2
6424,31,46,40,43,47,66,67,38,33,48,57,325000,2
6425,31,51,30,44,41,65,75,23,23,55,59,325000,1
6426,31,77,58,60,69,28,61,64,64,58,68,400000,3
6427,35,34,39,42,43,66,61,33,46,53,55,80000,1
6428,29,78,46,58,67,62,76,63,42,57,60,375000,2
6429,30,61,35,59,57,64,79,50,62,60,62,375000,3
6430,34,35,35,40,41,68,69,37,52,53,40,150000,2
6431,30,62,40,50,51,64,67,46,36,56,56,375000,2
6432,32,59,51,66,65,53,71,62,52,70,70,375000,2
6434,29,61,42,61,58,66,68,53,36,63,59,400000,2
6435,29,64,58,61,61,65,70,61,76,66,64,400000,2
6436,30,71,51,62,62,63,68,60,72,63,64,375000,1
6438,31,61,62,57,66,35,73,63,47,50,69,450000,1
6439,30,68,62,62,75,26,55,76,63,55,73,425000,2
6441,31,66,46,59,61,65,72,58,41,54,66,325000,2
6442,29,68,58,63,66,40,69,61,33,62,71,525000,2
6443,33,45,52,59,62,66,78,64,60,64,61,200000,2
6445,33,66,59,65,66,49,58,65,64,65,68,300000,1
6446,35,76,55,60,65,63,74,65,67,62,60,80000,1
6447,35,47,31,46,50,63,67,46,33,41,61,80000,1
6448,35,32,55,67,64,67,60,64,53,68,68,150000,1
6449,23,76,54,61,69,52,61,67,35,64,67,500000,1
6450,30,64,33,45,49,66,73,41,35,47,53,375000,1
6451,29,72,57,58,69,44,62,69,38,52,66,475000,1
6452,27,76,43,61,66,62,67,66,32,67,63,475000,1
6454,29,73,57,60,64,60,72,62,32,65,66,375000,1
6455,32,71,48,61,61,61,73,58,55,59,62,300000,2
6456,27,55,66,70,61,40,63,60,71,74,64,550000,2
6458,32,60,41,50,51,64,73,44,45,52,58,300000,2
6459,31,37,57,65,59,58,66,56,67,69,71,400000,2
6460,36,55,64,69,68,41,66,68,65,69,74,7000,1
6461,32,69,59,61,67,42,61,65,52,57,70,375000,1
6462,29,64,55,59,56,64,70,53,47,61,62,400000,1
6463,28,60,64,67,62,63,74,60,56,70,63,500000,1
6465,33,42,68,60,62,37,73,62,61,66,66,350000,1
6466,33,67,41,46,54,61,82,49,34,60,56,230000,1
6467,35,64,63,69,64,43,55,63,72,68,67,150000,1
6468,32,79,59,59,64,37,70,66,28,62,56,375000,2
6469,30,60,64,59,65,36,73,64,61,58,71,500000,1
6470,33,36,47,58,36,63,72,28,56,61,51,230000,2
6471,32,54,63,64,67,60,67,65,52,67,67,375000,2
6472,25,78,66,53,60,38,65,57,46,51,64,625000,2
6473,29,81,61,60,68,31,63,67,63,57,68,475000,1
6474,31,76,64,50,68,28,74,68,41,41,64,450000,3
6475,33,59,66,67,67,57,68,66,70,57,68,300000,3
6476,33,67,61,64,70,42,55,69,62,64,68,300000,3
6478,34,36,29,46,44,64,76,36,20,51,52,150000,1
6480,31,62,47,57,63,65,74,63,48,54,63,325000,1
6481,32,44,53,59,61,63,70,60,59,62,65,275000,1
6482,32,65,46,57,59,65,71,56,68,61,61,300000,1
6483,30,67,58,63,65,57,65,61,61,68,67,425000,1
6484,28,61,44,48,51,67,68,44,45,54,56,450000,1
6485,33,49,63,52,56,34,75,51,40,43,63,350000,1
6487,28,74,55,61,63,61,68,60,48,60,66,450000,2
6488,29,75,60,63,65,33,73,68,68,65,62,475000,1
6489,29,72,31,57,57,64,69,48,42,59,66,400000,2
6490,32,52,31,45,50,66,75,43,32,59,52,300000,1
6491,29,83,64,55,69,31,68,69,32,49,68,525000,2
6493,34,38,46,43,48,65,72,44,35,51,47,150000,1
6494,33,60,60,64,65,40,60,66,50,63,64,300000,2
6496,30,71,66,59,63,29,73,60,40,57,63,500000,4
6497,31,68,62,50,62,32,70,60,50,37,64,450000,2
6498,33,39,47,46,41,63,87,39,33,48,49,230000,1
6499,26,74,62,58,64,43,83,63,49,41,65,625000,1
6500,30,65,64,58,68,33,67,69,43,49,68,425000,1
6501,27,81,58,59,68,60,69,66,53,54,67,475000,1
6502,30,75,68,56,65,27,54,67,46,35,65,500000,1
6503,27,61,49,62,64,66,71,62,61,61,65,450000,1
6504,27,84,68,64,70,62,67,70,60,66,71,475000,2
6505,28,82,51,59,64,63,68,62,45,56,64,450000,1
6506,28,68,54,62,64,63,69,62,56,63,66,500000,1
6507,32,46,47,64,72,61,55,71,56,67,73,275000,2
6508,28,46,32,49,51,65,72,49,57,44,52,450000,2
6509,29,67,61,63,66,61,73,64,62,63,68,375000,1
6510,30,77,57,61,68,58,64,68,56,59,66,425000,1
6511,29,35,47,50,42,64,72,40,49,59,41,400000,1
6512,31,58,51,61,64,65,58,63,57,62,61,325000,1
6513,30,67,63,65,72,29,63,70,63,61,71,500000,2
6514,29,56,39,52,54,67,75,55,37,60,57,400000,1
6515,28,74,62,64,66,35,72,65,58,59,67,575000,1
6516,29,71,63,56,64,32,71,65,26,40,62,525000,3
6517,29,67,68,65,61,44,74,58,35,62,64,475000,1
6518,28,57,58,68,68,52,61,66,64,67,69,500000,3
6520,29,67,24,38,41,64,82,33,30,48,44,400000,3
6521,27,80,62,55,67,29,62,63,51,40,65,600000,2
6522,27,63,45,62,51,62,75,45,54,63,59,450000,1
6523,29,57,65,57,63,34,76,67,61,48,69,525000,1
6524,32,67,52,65,63,60,63,60,51,70,65,375000,1
6525,32,54,45,44,46,64,72,34,25,64,54,300000,4
6526,28,47,44,41,40,66,75,34,32,43,44,450000,2
6527,28,78,68,49,66,27,63,65,40,48,63,575000,3
6528,29,32,30,48,36,65,74,20,43,59,54,400000,2
6529,29,78,55,65,70,58,70,66,63,62,68,375000,1
6531,30,68,35,57,58,65,76,53,36,71,60,375000,1
6532,29,66,64,52,62,34,70,61,54,44,65,525000,1
6533,26,82,38,55,63,61,81,59,32,52,63,525000,2
6534,29,36,39,52,47,65,72,41,23,56,58,400000,1
6535,26,55,64,69,65,47,62,64,71,74,65,575000,2
6536,29,72,49,60,60,67,63,56,42,45,66,400000,1
6537,29,77,53,54,61,65,80,62,68,51,59,400000,1
6538,28,70,63,66,67,52,72,67,61,65,66,500000,1
6539,34,34,52,50,50,66,63,48,52,59,50,150000,1
6540,26,77,51,63,64,63,74,64,59,66,63,525000,1
6543,27,71,66,59,70,27,63,71,49,58,66,550000,1
6544,22,78,61,60,69,38,57,68,70,54,64,425000,3
6545,27,64,35,60,53,66,66,44,33,68,65,475000,1
6546,33,64,52,60,62,63,72,57,43,63,60,200000,1
6547,31,63,50,65,70,62,76,68,52,59,70,300000,2
6549,34,28,44,42,36,65,65,25,25,42,49,150000,2
6550,27,63,54,63,68,59,80,68,59,66,72,550000,1
6551,28,72,64,57,62,29,59,61,26,46,62,575000,2
6552,26,76,64,52,62,38,66,61,42,49,60,625000,3
6553,28,65,53,64,56,59,72,49,52,65,65,425000,2
6554,27,81,46,64,66,65,65,67,67,62,65,475000,2
6555,27,91,55,57,68,31,63,67,37,56,64,550000,4
6556,26,73,61,60,73,44,60,75,59,58,70,575000,2
6557,25,83,58,55,70,24,44,73,55,42,68,625000,1
6558,27,74,62,46,63,33,70,64,36,33,65,600000,2
6560,25,73,61,62,64,56,74,58,35,63,66,575000,2
6561,25,72,39,61,63,64,70,63,25,64,62,500000,3
6563,27,66,42,53,46,67,66,40,25,56,48,475000,1
6564,28,62,52,62,65,61,63,65,49,68,67,500000,1
6565,26,80,57,61,69,42,59,67,69,57,67,575000,1
6566,29,53,44,49,51,64,72,45,43,46,54,400000,2
6567,26,74,63,56,61,27,65,59,51,48,62,625000,1
6568,30,59,56,69,65,40,61,64,70,74,69,500000,1
6569,31,36,67,47,59,28,70,58,63,21,64,450000,1
6570,31,42,39,46,51,64,68,49,32,49,52,325000,1
6571,26,56,66,59,64,34,56,65,60,56,66,625000,1
6572,24,68,62,67,66,54,72,66,67,68,69,550000,2
6573,27,71,61,62,67,32,55,64,50,65,71,550000,2
6574,27,83,50,61,67,45,57,66,31,57,66,600000,1
6575,29,77,45,60,60,68,66,63,67,60,52,400000,1
6576,28,58,49,60,56,64,71,52,60,62,62,425000,1
6577,27,70,40,47,51,66,70,44,23,44,54,475000,2
6578,27,67,32,56,63,63,71,64,29,57,65,475000,1
6579,26,64,40,56,61,66,73,58,65,47,62,525000,2
6580,27,57,68,60,63,30,57,61,59,56,66,600000,1
6581,24,73,58,70,65,51,70,63,69,69,69,550000,2
6582,27,84,59,59,70,31,68,67,59,49,71,600000,2
6583,27,79,39,52,59,62,71,56,41,45,57,475000,2
6584,30,61,66,51,63,29,65,62,50,46,64,500000,1
6585,30,54,60,43,54,38,82,42,44,33,71,500000,2
6586,27,76,38,54,58,61,78,56,43,56,61,475000,2
6588,26,76,60,61,65,61,72,64,60,60,64,525000,2
6589,26,90,64,54,62,29,65,62,44,50,59,625000,3
6590,30,49,62,58,62,62,68,59,59,58,65,350000,1
6591,32,74,57,62,61,66,75,59,59,62,58,300000,1
6593,25,69,52,63,62,64,67,59,55,60,65,500000,1
6594,28,51,63,65,68,37,56,69,67,60,67,575000,1
6595,28,74,37,59,51,65,71,43,31,65,52,450000,1
6596,31,42,36,55,43,65,73,34,32,62,48,325000,1
6599,27,72,55,62,66,60,77,66,55,65,66,475000,1
6600,28,48,50,65,60,65,65,57,47,65,64,425000,2
6601,31,74,38,39,35,67,68,20,41,37,44,325000,1
6602,28,71,51,62,62,60,79,58,33,61,64,450000,1
6603,35,61,30,45,41,65,73,28,24,48,52,80000,1
6604,29,78,49,61,67,62,67,66,71,56,66,400000,1
6605,26,64,67,54,61,28,73,60,42,50,59,625000,1
6606,31,51,59,68,63,51,75,60,68,67,73,300000,1
6607,28,48,32,47,51,63,76,50,38,52,54,450000,1
6608,29,83,52,56,72,48,62,70,63,45,66,475000,2
6609,29,54,66,46,56,32,73,53,40,33,61,525000,2
6610,34,62,61,60,73,30,58,72,67,44,74,275000,2
6611,24,62,59,65,67,50,66,67,64,69,68,550000,3
6613,28,77,42,59,67,62,78,68,47,60,62,450000,1
6614,31,68,32,48,47,66,70,40,44,52,52,325000,1
6615,29,59,33,50,43,64,69,30,44,52,54,400000,1
6617,27,73,62,64,68,36,58,68,62,64,70,600000,1
6618,30,56,41,51,49,64,75,43,54,45,58,375000,2
6619,28,72,63,45,57,30,72,56,47,29,58,575000,2
6620,26,76,59,60,67,27,60,67,58,53,68,625000,2
6621,29,57,64,61,64,29,68,67,46,60,65,525000,1
6622,26,68,65,63,68,40,59,72,62,63,65,575000,2
6623,34,50,66,63,62,46,73,62,61,63,65,275000,1
6625,28,39,38,47,47,60,80,48,37,52,50,450000,1
6626,25,75,55,60,65,59,61,67,52,64,61,575000,2
6628,35,40,70,44,57,30,68,60,51,48,49,200000,1
6629,25,61,27,59,60,68,53,57,35,62,65,500000,1
6630,28,91,59,57,70,28,61,70,59,46,65,500000,2
6631,27,68,56,71,68,52,69,64,64,67,67,450000,1
6632,27,70,57,57,65,34,63,65,42,62,67,550000,1
6633,25,69,54,62,62,68,73,58,39,64,64,575000,1
6634,30,33,48,42,40,62,85,28,40,40,44,375000,1
6635,30,80,39,57,65,61,82,63,33,52,63,375000,1
6636,25,81,54,62,66,40,59,65,62,65,64,575000,1
6637,31,69,66,51,61,31,64,63,41,42,60,450000,1
6639,29,49,40,52,45,63,84,44,25,60,48,400000,1
6640,30,80,58,64,67,61,71,65,35,69,63,375000,1
6641,28,58,45,51,55,62,76,50,41,44,57,450000,2
6642,30,46,46,66,65,64,72,62,55,67,66,425000,2
6643,27,53,36,44,40,63,74,30,28,44,49,475000,2
6644,27,71,41,54,63,64,72,57,40,52,68,475000,1
6646,24,80,59,60,73,29,61,73,45,56,69,600000,1
6647,25,92,61,55,70,33,57,70,45,46,69,625000,1
6648,27,78,29,43,50,65,69,39,24,49,54,475000,1
6650,24,73,64,61,66,37,61,66,55,60,64,600000,1
6651,26,75,58,58,68,62,68,68,57,57,69,575000,1
6652,27,78,47,60,66,59,63,65,49,56,61,550000,2
6653,24,83,65,56,65,35,55,62,41,34,66,600000,3
6654,32,65,30,46,41,63,74,31,32,39,44,300000,2
6655,29,72,65,65,68,32,64,70,62,64,66,525000,1
6656,26,59,30,48,55,65,68,54,35,56,54,525000,3
6657,26,75,25,47,51,65,67,47,33,47,54,525000,3
6658,26,54,46,50,49,65,71,44,30,60,56,525000,1
6659,23,57,32,47,43,65,71,32,25,61,52,425000,1
